First Name;Last Name;Customer name;Customer Email;Customer Address;Customer Phone;Region;Company;Position;Lead source;Creation date;Expected close date;Sales rep;Deal value;Comission (%);Comission ($);Status;Stage;Priority;Insert_date;update_date
Welbie;Rockliffe;Welbie Rockliffe;Welbie.Rockliffe@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;18/01/2024;17/02/2024;Caroline Lewis;500;5%;25;Won;Payment;Medium;20/03/2024;24/01/2024
Valeria;Ladyman;Valeria Ladyman;Valeria.Ladyman@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;19/01/2024;18/02/2024;Caroline Lewis;3 500,00;30%;1050;Lost;Refund;Medium;21/03/2024;25/01/2024
Levi;Cartmell;Levi Cartmell;Levi.Cartmell@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;20/01/2024;19/02/2024;Caroline Lewis;10 000,00;12%;1200;On Hold;Lead qualification;High;22/03/2024;26/01/2024
Darbee;Klimowicz;Darbee Klimowicz;Darbee.Klimowicz@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;21/01/2024;20/02/2024;Caroline Lewis;11 000,00;30%;3300;Open;Negotiation;Medium;23/03/2024;27/01/2024
Libby;Wardesworth;Libby Wardesworth;Libby.Wardesworth@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;22/01/2024;21/02/2024;Noah Harris;25 000,00;5%;1250;Open;Contact/Meeting;Low;24/03/2024;28/01/2024
Kippy;Jessel;Kippy Jessel;Kippy.Jessel@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;23/01/2024;22/02/2024;Noah Harris;500;30%;150;Open;Opportunity;Medium;25/03/2024;29/01/2024
Benji;O'Shirine;Benji O'Shirine;Benji.O'Shirine@gmail.com;Babylon, New York(NY), 11703;(704) 843-4346;NY;Carol Company;Adm;Paid Ads;24/01/2024;23/02/2024;Noah Harris;14 000,00;12%;1680;Open;Solution;High;26/03/2024;30/01/2024
Consolata;Clacson;Consolata Clacson;Consolata.Clacson@gmail.com;Babylon, New York(NY), 11704;(704) 843-4347;NY;Carol Company;Adm;Paid Ads;25/01/2024;24/02/2024;Noah Harris;15 000,00;30%;4500;Open;Proposal Discussed;High;27/03/2024;31/01/2024
Vernor;;Vernor ;Vernor.@gmail.com;Babylon, New York(NY), 11705;(704) 843-4348;NY;Carol Company;Adm;Paid Ads;26/01/2024;25/02/2024;Noah Harris;1 500,00;20%;300;Lead;Written Proposal;Medium;28/03/2024;01/02/2024
Kane;Jahnel;Kane Jahnel;Kane.Jahnel@gmail.com;Babylon, New York(NY), 11706;(704) 843-4349;NY;Carol Company;Adm;Paid Ads;27/01/2024;26/02/2024;John Smith;5 000,00;30%;1500;Won;Contract;Low;29/03/2024;02/02/2024
Cheri;Hazeman;Cheri Hazeman;Cheri.Hazeman@gmail.com;Babylon, New York(NY), 11707;(704) 843-4350;NY;Carol Company;Adm;Instagram;28/01/2024;27/02/2024;John Smith;80 000,00;12%;9600;Won;Purchase Order;Medium;30/03/2024;03/02/2024
Darcey;Harberer;Darcey Harberer;Darcey.Harberer@gmail.com;Babylon, New York(NY), 11708;(704) 843-4351;NY;Carol Company;Adm;Paid Ads;29/01/2024;28/02/2024;Sarah Davis;20 000,00;30%;6000;On Hold;Invoice;High;31/03/2024;04/02/2024
Blythe;Keighley;Blythe Keighley;Blythe.Keighley@gmail.com;Babylon, New York(NY), 11709;(704) 843-4352;NY;Carol Company;Adm;Paid Ads;30/01/2024;29/02/2024;Sarah Davis;12 500,00;5%;625;Won;Payment;Medium;01/04/2024;05/02/2024
Darelle;Ive;Darelle Ive;Darelle.Ive@gmail.com;Babylon, New York(NY), 11710;(704) 843-4353;NY;Carol Company;Adm;Paid Ads;31/01/2024;01/03/2024;Kim Johson;5 000,00;30%;1500;Lost;Refund;Low;02/04/2024;06/02/2024
Marcella;Manzell;Marcella Manzell;Marcella.Manzell@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;02/01/2024;01/02/2024;John Smith;10 000,00;10%;1000;Marketing qualified lead;Lead qualification;Medium;03/04/2024;07/02/2024
Gar;Wallis;Gar Wallis;Gar.Wallis@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;02/02/2024;03/03/2024;John Smith;11 000,00;15%;1650;Lead;Negotiation;Low;04/04/2024;08/02/2024
Bertrand;Penkethman;Bertrand Penkethman;Bertrand.Penkethman@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;02/03/2024;01/04/2024;John Smith;5 000,00;15%;750;Sales qualified lead;Contact/Meeting;Medium;05/04/2024;09/02/2024
Mason;Kohrsen;Mason Kohrsen;Mason.Kohrsen@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;02/04/2024;02/05/2024;Sarah Davis;1 000,00;12%;120;Open;Opportunity;High;06/04/2024;10/02/2024
Ulrika;Steagall;Ulrika Steagall;Ulrika.Steagall@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;02/05/2024;01/06/2024;Sarah Davis;25 000,00;30%;7500;On Hold;Solution;Medium;07/04/2024;11/02/2024
Prudi;Edon;Prudi Edon;Prudi.Edon@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;02/06/2024;02/07/2024;Sarah Davis;500;5%;25;Won;Proposal Discussed;Low;08/04/2024;12/02/2024
Elayne;Braiden;Elayne Braiden;Elayne.Braiden@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;02/07/2024;01/08/2024;Sarah Davis;25 000,00;30%;7500;Lead;Written Proposal;Medium;09/04/2024;13/02/2024
Domini;Ghelerdini;Domini Ghelerdini;Domini.Ghelerdini@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;02/08/2024;01/09/2024;Kim Johson;30 000,00;20%;6000;Won;Contract;High;10/04/2024;14/02/2024
Tresa;Reeks;Tresa Reeks;Tresa.Reeks@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;02/09/2024;02/10/2024;Kim Johson;10 000,00;12%;1200;Won;Purchase Order;Medium;11/04/2024;15/02/2024
Lida;Boynton;Lida Boynton;Lida.Boynton@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;02/10/2024;01/11/2024;Kim Johson;25 000,00;30%;7500;Won;Invoice;Low;12/04/2024;16/02/2024
Andrea;Funcheon;Andrea Funcheon;Andrea.Funcheon@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;02/11/2024;02/12/2024;Caroline Lewis;500;5%;25;Won;Payment;Medium;13/04/2024;17/02/2024
Pail;Ashplant;Pail Ashplant;Pail.Ashplant@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;02/12/2024;01/01/2025;Caroline Lewis;3 500,00;30%;1050;Lost;Refund;Medium;14/04/2024;18/02/2024
Tommie;Banbridge;Tommie Banbridge;Tommie.Banbridge@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;13/02/2024;14/03/2024;Caroline Lewis;10 000,00;12%;1200;On Hold;Lead qualification;High;15/04/2024;19/02/2024
Gaby;;Gaby ;Gaby.@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;14/02/2024;15/03/2024;Caroline Lewis;11 000,00;30%;3300;Open;Negotiation;Medium;16/04/2024;20/02/2024
Lucius;Prescott;Lucius Prescott;Lucius.Prescott@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;15/02/2024;16/03/2024;Noah Harris;25 000,00;5%;1250;Open;Contact/Meeting;Low;17/04/2024;21/02/2024
Korry;Cosgrove;Korry Cosgrove;Korry.Cosgrove@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;16/02/2024;17/03/2024;Noah Harris;500;30%;150;Open;Opportunity;Medium;18/04/2024;22/02/2024
Allissa;Brinklow;Allissa Brinklow;Allissa.Brinklow@gmail.com;Babylon, New York(NY), 11703;(704) 843-4346;NY;Carol Company;Adm;Paid Ads;17/02/2024;18/03/2024;Noah Harris;14 000,00;12%;1680;Open;Solution;High;19/04/2024;23/02/2024
Emmalee;Sketcher;Emmalee Sketcher;Emmalee.Sketcher@gmail.com;Babylon, New York(NY), 11704;(704) 843-4347;NY;Carol Company;Adm;Paid Ads;18/02/2024;19/03/2024;Noah Harris;15 000,00;30%;4500;Open;Proposal Discussed;High;20/04/2024;24/02/2024
Dalli;Baggally;Dalli Baggally;Dalli.Baggally@gmail.com;Babylon, New York(NY), 11705;(704) 843-4348;NY;Carol Company;Adm;Paid Ads;19/02/2024;20/03/2024;Noah Harris;25 000,00;20%;5000;Lead;Written Proposal;Medium;21/04/2024;25/02/2024
Lazar;Crathern;Lazar Crathern;Lazar.Crathern@gmail.com;Babylon, New York(NY), 11706;(704) 843-4349;NY;Carol Company;Adm;Email;20/02/2024;21/03/2024;John Smith;500;30%;150;Won;Contract;Low;22/04/2024;26/02/2024
Henrieta;MacClancey;Henrieta MacClancey;Henrieta.MacClancey@gmail.com;Babylon, New York(NY), 11707;(704) 843-4350;NY;Carol Company;Adm;Web;21/02/2024;22/03/2024;John Smith;3 500,00;12%;420;Won;Purchase Order;Medium;23/04/2024;27/02/2024
Rica;Raveau;Rica Raveau;Rica.Raveau@gmail.com;Babylon, New York(NY), 11708;(704) 843-4351;NY;Carol Company;Adm;Paid Ads;22/02/2024;23/03/2024;Sarah Davis;20 000,00;30%;6000;On Hold;Invoice;High;24/04/2024;28/02/2024
Burr;Gerb;Burr Gerb;Burr.Gerb@gmail.com;Babylon, New York(NY), 11709;(704) 843-4352;NY;Carol Company;Adm;Paid Ads;23/02/2024;24/03/2024;Sarah Davis;12 500,00;5%;625;Won;Payment;Medium;25/04/2024;29/02/2024
Vinny;Hegley;Vinny Hegley;Vinny.Hegley@gmail.com;Babylon, New York(NY), 11710;(704) 843-4353;NY;Carol Company;Adm;Paid Ads;24/02/2024;25/03/2024;Kim Johson;5 000,00;30%;1500;Lost;Refund;Low;26/04/2024;01/03/2024
Wylma;Elsy;Wylma Elsy;Wylma.Elsy@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;25/02/2024;26/03/2024;John Smith;10 000,00;10%;1000;Marketing qualified lead;Lead qualification;Medium;27/04/2024;02/03/2024
Brett;Scrancher;Brett Scrancher;Brett.Scrancher@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;26/02/2024;27/03/2024;John Smith;11 000,00;15%;1650;Lead;Negotiation;Low;28/04/2024;03/03/2024
Gwen;Jakubczyk;Gwen Jakubczyk;Gwen.Jakubczyk@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;27/02/2024;28/03/2024;John Smith;5 000,00;15%;750;Sales qualified lead;Contact/Meeting;High;29/04/2024;04/03/2024
Abagail;Tordiffe;Abagail Tordiffe;Abagail.Tordiffe@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;28/02/2024;29/03/2024;Sarah Davis;1 000,00;12%;120;Open;Opportunity;High;30/04/2024;05/03/2024
Tobe;Vamplew;Tobe Vamplew;Tobe.Vamplew@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;29/02/2024;30/03/2024;Noah Harris;25 000,00;30%;7500;On Hold;Solution;Medium;01/05/2024;06/03/2024
Sheilah;Blackmore;Sheilah Blackmore;Sheilah.Blackmore@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;03/01/2024;02/02/2024;Noah Harris;500;5%;25;Won;Proposal Discussed;Low;02/05/2024;07/03/2024
Theo;Tolmie;Theo Tolmie;Theo.Tolmie@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;03/02/2024;04/03/2024;Noah Harris;3 500,00;30%;1050;Lead;Written Proposal;Medium;03/05/2024;08/03/2024
Sigfried;Semken;Sigfried Semken;Sigfried.Semken@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;03/03/2024;02/04/2024;Kim Johson;30 000,00;20%;6000;Won;Contract;High;04/05/2024;09/03/2024
Kienan;Soar;Kienan Soar;Kienan.Soar@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;03/04/2024;03/05/2024;John Smith;10 000,00;12%;1200;Won;Purchase Order;Medium;05/05/2024;10/03/2024
Trent;;Trent ;Trent.@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;03/05/2024;02/06/2024;John Smith;25 000,00;30%;7500;Won;Invoice;Low;06/05/2024;11/03/2024
Winna;Verny;Winna Verny;Winna.Verny@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;03/06/2024;03/07/2024;John Smith;500;5%;25;Won;Payment;Medium;07/05/2024;12/03/2024
Craggy;Loadsman;Craggy Loadsman;Craggy.Loadsman@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;03/07/2024;02/08/2024;Caroline Lewis;3 500,00;30%;1050;Lost;Refund;Medium;08/05/2024;13/03/2024
Iona;Fidgeon;Iona Fidgeon;Iona.Fidgeon@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;03/08/2024;02/09/2024;Caroline Lewis;10 000,00;12%;1200;On Hold;Lead qualification;High;09/05/2024;14/03/2024
Bernhard;Senett;Bernhard Senett;Bernhard.Senett@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;03/09/2024;03/10/2024;Caroline Lewis;11 000,00;30%;3300;Open;Negotiation;Medium;10/05/2024;15/03/2024
Rabi;Nissle;Rabi Nissle;Rabi.Nissle@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;03/10/2024;02/11/2024;John Smith;10 000,00;5%;500;Open;Contact/Meeting;Low;11/05/2024;16/03/2024
Jazmin;Neumann;Jazmin Neumann;Jazmin.Neumann@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;03/11/2024;03/12/2024;John Smith;11 000,00;30%;3300;Open;Opportunity;Medium;12/05/2024;17/03/2024
Peri;Hovie;Peri Hovie;Peri.Hovie@gmail.com;Babylon, New York(NY), 11703;(704) 843-4346;NY;Carol Company;Adm;Paid Ads;03/12/2024;02/01/2025;Sarah Davis;5 000,00;12%;600;Open;Solution;High;13/05/2024;18/03/2024
Lynnelle;Comettoi;Lynnelle Comettoi;Lynnelle.Comettoi@gmail.com;Babylon, New York(NY), 11704;(704) 843-4347;NY;Carol Company;Adm;Paid Ads;13/03/2024;12/04/2024;Sarah Davis;1 000,00;30%;300;Open;Proposal Discussed;High;14/05/2024;19/03/2024
Elberta;Tixall;Elberta Tixall;Elberta.Tixall@gmail.com;Babylon, New York(NY), 11705;(704) 843-4348;NY;Carol Company;Adm;Paid Ads;14/03/2024;13/04/2024;Kim Johson;25 000,00;20%;5000;Lead;Written Proposal;Medium;15/05/2024;20/03/2024
Florence;Held;Florence Held;Florence.Held@gmail.com;Babylon, New York(NY), 11706;(704) 843-4349;NY;Carol Company;Adm;Paid Ads;15/03/2024;14/04/2024;Kim Johson;500;30%;150;Won;Contract;Low;16/05/2024;21/03/2024
Lennard;Donizeau;Lennard Donizeau;Lennard.Donizeau@gmail.com;Babylon, New York(NY), 11707;(704) 843-4350;NY;Carol Company;Adm;Paid Ads;16/03/2024;15/04/2024;Noah Harris;25 000,00;12%;3000;Won;Purchase Order;Medium;17/05/2024;22/03/2024
Ardelle;;Ardelle ;Ardelle.@gmail.com;Babylon, New York(NY), 11708;(704) 843-4351;NY;Carol Company;Adm;Paid Ads;17/03/2024;16/04/2024;Noah Harris;25 000,00;30%;7500;On Hold;Invoice;High;18/05/2024;23/03/2024
Lorilyn;Topaz;Lorilyn Topaz;Lorilyn.Topaz@gmail.com;Babylon, New York(NY), 11709;(704) 843-4352;NY;Carol Company;Adm;Paid Ads;18/03/2024;17/04/2024;Sarah Davis;500;5%;25;Won;Payment;Medium;19/05/2024;24/03/2024
Gayel;Downs;Gayel Downs;Gayel.Downs@gmail.com;Babylon, New York(NY), 11710;(704) 843-4353;NY;Carol Company;Adm;Paid Ads;19/03/2024;18/04/2024;Kim Johson;3 500,00;30%;1050;Lost;Refund;Low;20/05/2024;25/03/2024
Sandor;Tumber;Sandor Tumber;Sandor.Tumber@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;20/03/2024;19/04/2024;John Smith;10 000,00;10%;1000;Marketing qualified lead;Lead qualification;Medium;21/05/2024;26/03/2024
Townie;Perez;Townie Perez;Townie.Perez@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;21/03/2024;20/04/2024;John Smith;11 000,00;15%;1650;Lead;Negotiation;Low;22/05/2024;27/03/2024
Modesty;Fletcher;Modesty Fletcher;Modesty.Fletcher@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;22/03/2024;21/04/2024;John Smith;10 000,00;15%;1500;Sales qualified lead;Contact/Meeting;Medium;23/05/2024;28/03/2024
Row;Mawditt;Row Mawditt;Row.Mawditt@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;23/03/2024;22/04/2024;Sarah Davis;25 000,00;12%;3000;Open;Opportunity;High;24/05/2024;29/03/2024
Conny;Shearmer;Conny Shearmer;Conny.Shearmer@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;24/03/2024;23/04/2024;Kim Johson;500;30%;150;On Hold;Solution;Medium;25/05/2024;30/03/2024
Madel;Palffrey;Madel Palffrey;Madel.Palffrey@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;25/03/2024;24/04/2024;Kim Johson;3 500,00;5%;175;Won;Proposal Discussed;Low;26/05/2024;31/03/2024
Gracie;Merrifield;Gracie Merrifield;Gracie.Merrifield@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;26/03/2024;25/04/2024;Noah Harris;10 000,00;30%;3000;Lead;Written Proposal;Medium;27/05/2024;01/04/2024
Jannelle;Leist;Jannelle Leist;Jannelle.Leist@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;27/03/2024;26/04/2024;Noah Harris;11 000,00;20%;2200;Won;Contract;High;28/05/2024;02/04/2024
Raine;Sneezum;Raine Sneezum;Raine.Sneezum@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;28/03/2024;27/04/2024;Kim Johson;10 000,00;12%;1200;Won;Purchase Order;Medium;29/05/2024;03/04/2024
Millicent;Wiffler;Millicent Wiffler;Millicent.Wiffler@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;29/03/2024;28/04/2024;Kim Johson;11 000,00;30%;3300;Won;Invoice;Low;30/05/2024;04/04/2024
Hobie;Knappett;Hobie Knappett;Hobie.Knappett@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;30/03/2024;29/04/2024;Caroline Lewis;5 000,00;5%;250;Won;Payment;Medium;31/05/2024;05/04/2024
Tresa;Dy;Tresa Dy;Tresa.Dy@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;31/03/2024;30/04/2024;Caroline Lewis;1 000,00;30%;300;Lost;Refund;Medium;01/06/2024;06/04/2024
Annissa;Balmforth;Annissa Balmforth;Annissa.Balmforth@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;04/01/2024;03/02/2024;Caroline Lewis;25 000,00;12%;3000;On Hold;Lead qualification;High;02/06/2024;07/04/2024
Berri;McManamen;Berri McManamen;Berri.McManamen@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;04/02/2024;05/03/2024;Caroline Lewis;500;30%;150;Open;Negotiation;Medium;03/06/2024;08/04/2024
Mikey;Rizzetti;Mikey Rizzetti;Mikey.Rizzetti@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;04/03/2024;03/04/2024;Noah Harris;25 000,00;5%;1250;Open;Contact/Meeting;Low;04/06/2024;09/04/2024
Giacomo;Johanning;Giacomo Johanning;Giacomo.Johanning@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;04/04/2024;04/05/2024;Noah Harris;30 000,00;30%;9000;Open;Opportunity;Medium;05/06/2024;10/04/2024
Alecia;Crosse;Alecia Crosse;Alecia.Crosse@gmail.com;Babylon, New York(NY), 11703;(704) 843-4346;NY;Carol Company;Adm;Paid Ads;04/05/2024;03/06/2024;Noah Harris;10 000,00;12%;1200;Open;Solution;High;06/06/2024;11/04/2024
Jorie;Pigott;Jorie Pigott;Jorie.Pigott@gmail.com;Babylon, New York(NY), 11704;(704) 843-4347;NY;Carol Company;Adm;Paid Ads;04/06/2024;04/07/2024;Noah Harris;25 000,00;30%;7500;Open;Proposal Discussed;High;07/06/2024;12/04/2024
Andee;Robjant;Andee Robjant;Andee.Robjant@gmail.com;Babylon, New York(NY), 11705;(704) 843-4348;NY;Carol Company;Adm;Paid Ads;04/07/2024;03/08/2024;Noah Harris;500;20%;100;Lead;Written Proposal;Medium;08/06/2024;13/04/2024
Georgie;Cudbertson;Georgie Cudbertson;Georgie.Cudbertson@gmail.com;Babylon, New York(NY), 11706;(704) 843-4349;NY;Carol Company;Adm;Paid Ads;04/08/2024;03/09/2024;Kim Johson;10 000,00;30%;3000;Won;Contract;Low;09/06/2024;14/04/2024
Abrahan;Luckman;Abrahan Luckman;Abrahan.Luckman@gmail.com;Babylon, New York(NY), 11707;(704) 843-4350;NY;Carol Company;Adm;Paid Ads;04/09/2024;04/10/2024;Kim Johson;25 000,00;12%;3000;Won;Purchase Order;Medium;10/06/2024;15/04/2024
Emeline;Jorioz;Emeline Jorioz;Emeline.Jorioz@gmail.com;Babylon, New York(NY), 11708;(704) 843-4351;NY;Carol Company;Adm;Paid Ads;04/10/2024;03/11/2024;Noah Harris;500;30%;150;On Hold;Invoice;High;11/06/2024;16/04/2024
Florence;Muldoon;Florence Muldoon;Florence.Muldoon@gmail.com;Babylon, New York(NY), 11709;(704) 843-4352;NY;Carol Company;Adm;Paid Ads;04/11/2024;04/12/2024;Noah Harris;3 500,00;5%;175;Won;Payment;Medium;12/06/2024;17/04/2024
Hilly;Kleinmann;Hilly Kleinmann;Hilly.Kleinmann@gmail.com;Babylon, New York(NY), 11710;(704) 843-4353;NY;Carol Company;Adm;Paid Ads;04/12/2024;03/01/2025;Kim Johson;10 000,00;30%;3000;Lost;Refund;Low;13/06/2024;18/04/2024
Charlean;Fantone;Charlean Fantone;Charlean.Fantone@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;13/04/2024;13/05/2024;John Smith;1 000,00;10%;100;Marketing qualified lead;Lead qualification;High;14/06/2024;19/04/2024
Esmaria;Dobbison;Esmaria Dobbison;Esmaria.Dobbison@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;14/04/2024;14/05/2024;Kim Johson;25 000,00;15%;3750;Lead;Negotiation;Low;15/06/2024;20/04/2024
Jarib;Senior;Jarib Senior;Jarib.Senior@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;15/04/2024;15/05/2024;John Smith;500;15%;75;Sales qualified lead;Contact/Meeting;High;16/06/2024;21/04/2024
Oralia;Gifford;Oralia Gifford;Oralia.Gifford@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;16/04/2024;16/05/2024;Kim Johson;25 000,00;12%;3000;Open;Opportunity;High;17/06/2024;22/04/2024
Cassie;Morley;Cassie Morley;Cassie.Morley@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;17/04/2024;17/05/2024;Sarah Davis;30 000,00;30%;9000;On Hold;Solution;Medium;18/06/2024;23/04/2024
Allene;Claypole;Allene Claypole;Allene.Claypole@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;18/04/2024;18/05/2024;Sarah Davis;10 000,00;5%;500;Won;Proposal Discussed;Low;19/06/2024;24/04/2024
Erma;Vyel;Erma Vyel;Erma.Vyel@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;19/04/2024;19/05/2024;Kim Johson;25 000,00;30%;7500;Lead;Written Proposal;Medium;20/06/2024;25/04/2024
Dorree;Sanja;Dorree Sanja;Dorree.Sanja@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;20/04/2024;20/05/2024;Kim Johson;500;20%;100;Won;Contract;High;21/06/2024;26/04/2024
Karin;Burkill;Karin Burkill;Karin.Burkill@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;21/04/2024;21/05/2024;Noah Harris;3 500,00;12%;420;Won;Purchase Order;Medium;22/06/2024;27/04/2024
Lindy;Fitzpayn;Lindy Fitzpayn;Lindy.Fitzpayn@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;22/04/2024;22/05/2024;Noah Harris;10 000,00;30%;3000;Won;Invoice;Low;23/06/2024;28/04/2024
Rube;Itzhayek;Rube Itzhayek;Rube.Itzhayek@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;23/04/2024;23/05/2024;John Smith;11 000,00;5%;550;Won;Payment;Medium;24/06/2024;29/04/2024
Nettie;Iddy;Nettie Iddy;Nettie.Iddy@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;24/04/2024;24/05/2024;John Smith;5 000,00;30%;1500;Lost;Refund;High;25/06/2024;30/04/2024
Saleem;Meller;Saleem Meller;Saleem.Meller@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;25/04/2024;25/05/2024;John Smith;1 000,00;12%;120;On Hold;Lead qualification;High;26/06/2024;01/05/2024
